review_id,review_text,review_type,product_category,sentiment,rating,review_length,source
1196,Become yet talk ever job.,Human,Books,Neutral,3,5,Simulated Human
1197,Some real trial audience lot wear particular born owner since attorney drop owner play big.,Human,Electronics,Positive,4,15,Simulated Human
1198,Above article chance throughout indeed past like customer our seven until thousand happen leg end nothing idea.,Human,Books,Positive,4,17,Simulated Human
1199,Especially not hotel fine enter technology decision artist treatment determine.,AI,Sports,Negative,2,10,GPT-4
1200,Boy one perform although include scientist toward create themselves we two billion gun knowledge produce control black quality step ability method money matter president three moment blood claim reality foreign charge Democrat new.,AI,Sports,Neutral,3,33,GPT-4
1201,Politics strong Democrat yet apply value write sure leader out hotel measure analysis fill open Mrs author finish on book former.,Human,Home & Kitchen,Negative,2,21,Simulated Human
1202,Future painting write current central leader support leader season affect protect friend economy protect suddenly.,Human,Books,Negative,1,15,Simulated Human
1203,Young factor into many line hair total foreign minute behavior rest media pattern answer return business Mr though.,Human,Electronics,Positive,5,18,Simulated Human
1204,M@jority step option if many kitchen with night maintain shake authority recently police beat teach difficult better concern scientist area consider.,Human,Home & Kitchen,Neutral,3,21,Simulated Human
1205,Authority carry green culture behind improve will couple set hospital spring eat far include sea large many interesting world.,AI,Home & Kitchen,Negative,2,19,GPT-4
1206,Expl@in able focus cultural family billion low member I sign son fine change for admit could girl nature create worry write measure race tell concern.,Human,Home & Kitchen,Negative,1,25,Simulated Human
1207,Something and either possible specific interview capital ball away now coach must.,Human,Clothing,Negative,2,12,Simulated Human
1208,Skin employee woman hot take whose price should worry weight support west walk this hit this director glass right dog city blood movie see increase sure out yes.,AI,Sports,Negative,2,28,GPT-4
1209,Se@ word magazine when professor hundred identify such seven east impact exactly from within.,Human,Toys,Neutral,3,14,Simulated Human
1210,Government seat science speak foot return yard culture white probably down speak Mr true raise other agree certainly skill decide.,Human,Sports,Positive,5,20,Simulated Human
1211,Recently southern wish accept watch raise class operation choose senior type other reduce step voice better wrong parent writer open plan high challenge head final discuss nation term still establish might movement television.,AI,Clothing,Positive,5,33,GPT-4
1212,Would simply from bit artist song pay you provide fear issue federal computer identify none wall top now argue policy.,Human,Sports,Neutral,3,20,Simulated Human
1213,Fine serve magazine total truth west board read man.,AI,Electronics,Positive,5,9,GPT-4
1214,Data possible see knowledge suffer lay unit interview draw family teacher ever who no whole.,AI,Toys,Positive,5,15,GPT-4
1215,Such girl through happen scene away area church her specific focus control begin agree order such ability computer player plant.,AI,Toys,Neutral,3,20,GPT-4
1216,Anyone lay food happy model artist cost should hold radio other structure bank especially tough present week decision card surface would fall lot billion mission follow staff really better soon.,Human,Toys,Positive,5,30,Simulated Human
1217,Good sign team reason seek among traditional determine eat decide laugh visit data.,AI,Clothing,Positive,4,13,GPT-4
1218,Wind player PM stage short responsibility relate involve year mission late.,Human,Home & Kitchen,Positive,4,11,Simulated Human
1219,It fine seem attorney me this environmental quite audience another her gun once kind explain factor.,AI,Clothing,Negative,1,16,GPT-4
1220,Others room @ccording art book white deal floor avoid happen fight design huge firm world.,Human,Books,Positive,5,15,Simulated Human
1221,Know tod@y show attorney material tell ago trouble not.,Human,Toys,Positive,5,9,Simulated Human
1222,Peace again during report should she really thought especially fund it again three student project religious response play minute bank say everyone sense exist former inside final herself business class listen scientist here let personal.,AI,Home & Kitchen,Negative,1,35,GPT-4
1223,Win stop much commercial turn view me public group specific everything town away what short control marriage pick development arm director business.,Human,Books,Positive,5,22,Simulated Human
1224,Agree voice knowledge hospital state measure they look spring available trade spend term model activity difficult.,Human,Home & Kitchen,Negative,2,16,Simulated Human
1225,Adult person question decide energy fast wind common fine mission.,AI,Books,Negative,1,10,GPT-4
1226,Drive myself change court phone road change worker guess.,Human,Sports,Positive,5,9,Simulated Human
1227,Use certain Republican down item produce address computer who matter hear economic mouth learn left.,Human,Clothing,Positive,5,15,Simulated Human
1228,Total join one drive quite rule company born fill wind authority include serve drive become learn start.,Human,Toys,Positive,4,17,Simulated Human
1229,Main technology wall gun officer type couple by form forget senior last team exist shake early piece goal table with though try.,AI,Clothing,Negative,1,22,GPT-4
1230,Let more modern service law share game quite rule according career admit deal us.,AI,Books,Positive,5,14,GPT-4
1231,Energy relate hear into able example defense per day lay.,Human,Books,Positive,4,10,Simulated Human
1232,Side wear religious you home ok quickly bar notice interesting item safe agency economic upon interest compare campaign itself clearly structure.,Human,Electronics,Negative,1,21,Simulated Human
1233,International everything much lay see especially contain data certain similar purpose concern attention gas draw huge food believe conference direction help money candidate radio order.,AI,Toys,Neutral,3,25,GPT-4
1234,Item machine once class which move might could individual.,Human,Home & Kitchen,Negative,2,9,Simulated Human
1235,Field indicate live around eight day lay force impact else.,AI,Home & Kitchen,Neutral,3,10,GPT-4
1236,Bed like environmental floor owner series growth help subject read our organization offer firm owner thank spend word key speech somebody international take hold there about institution phone only.,AI,Sports,Negative,1,29,GPT-4
1237,Organization drive Congress yes hospital face hotel charge able believe miss edge today personal staff person financial age begin beautiful current moment wait serve series time.,AI,Clothing,Positive,4,26,GPT-4
1238,House watch deal exist end seek too sense bed owner mind wind task several rest.,Human,Toys,Neutral,3,15,Simulated Human
